{'codigo': '6959619938', 'nome': 'medicamento_321726', 'created_on': datetime.datetime(2021, 6, 23, 14, 29, 21, 201242, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3175555862', 'nome': 'medicamento_600565', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 21, 944762, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3796550117', 'nome': 'medicamento_672026', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 21, 997765, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1738750428', 'nome': 'medicamento_767749', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 47768, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '499728076', 'nome': 'medicamento_283229', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 96770, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '620014339', 'nome': 'medicamento_170684', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 151774, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6116565641', 'nome': 'medicamento_649631', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 239779, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4266916964', 'nome': 'medicamento_748731', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 324783, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '5051543205', 'nome': 'medicamento_554680', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 370786, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6400360313', 'nome': 'medicamento_593250', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 416789, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '2678022328', 'nome': 'medicamento_669009', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 460791, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6427562718', 'nome': 'medicamento_809237', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 509794, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '580256408', 'nome': 'medicamento_35754', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 555797, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4608850885', 'nome': 'medicamento_975802', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 601799, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '8095321013', 'nome': 'medicamento_386046', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 648802, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3189096246', 'nome': 'medicamento_635463', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 702805, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4088463362', 'nome': 'medicamento_329952', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 745808, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6632098488', 'nome': 'medicamento_662035', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 795810, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '8082192004', 'nome': 'medicamento_37088', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 841813, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '5728906739', 'nome': 'medicamento_678775', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 891816, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '2805503979', 'nome': 'medicamento_939511', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 947819, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4557086917', 'nome': 'medicamento_424091', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 22, 994822, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9013930854', 'nome': 'medicamento_266153', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 37824, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '271907564', 'nome': 'medicamento_328078', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 82827, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7135782902', 'nome': 'medicamento_625029', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 127829, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7900287915', 'nome': 'medicamento_443092', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 172832, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9071601391', 'nome': 'medicamento_461231', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 216834, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6195004329', 'nome': 'medicamento_118194', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 262837, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7820541563', 'nome': 'medicamento_759460', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 310840, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '5623806206', 'nome': 'medicamento_255128', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 356843, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '8844089074', 'nome': 'medicamento_887659', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 406845, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '8107669037', 'nome': 'medicamento_581948', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 452848, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '650261106', 'nome': 'medicamento_238548', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 497851, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7209874205', 'nome': 'medicamento_141299', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 542853, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1016970154', 'nome': 'medicamento_613497', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 585856, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '2118001016', 'nome': 'medicamento_648259', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 631858, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '5434265024', 'nome': 'medicamento_873651', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 675861, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6944425197', 'nome': 'medicamento_701427', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 719863, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7141506740', 'nome': 'medicamento_701635', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 767866, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '8493020592', 'nome': 'medicamento_93585', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 820869, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '2438383096', 'nome': 'medicamento_617138', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 864872, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '5608349332', 'nome': 'medicamento_916550', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 910874, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9894064381', 'nome': 'medicamento_369203', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 23, 954877, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4673518078', 'nome': 'medicamento_663737', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 15880, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9698302829', 'nome': 'medicamento_6566', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 59883, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4857287310', 'nome': 'medicamento_981726', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 105885, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3017256286', 'nome': 'medicamento_422275', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 149888, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3193531716', 'nome': 'medicamento_432179', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 192890, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '2346324443', 'nome': 'medicamento_155413', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 235893, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1215539515', 'nome': 'medicamento_146396', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 280895, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4094274260', 'nome': 'medicamento_659746', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 324898, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '8143328284', 'nome': 'medicamento_233265', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 370901, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9483526014', 'nome': 'medicamento_186500', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 415903, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6264988244', 'nome': 'medicamento_949594', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 459906, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3695146403', 'nome': 'medicamento_888616', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 507908, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '53498321', 'nome': 'medicamento_247184', 'created_on': datetime.datetime(2021, 6, 23, 14, 44, 24, 554911, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '410127347', 'nome': 'medicamento_591231', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 38, 913186, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7813811940', 'nome': 'medicamento_392643', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 5191, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '8433510145', 'nome': 'medicamento_499575', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 103197, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '5874777130', 'nome': 'medicamento_243510', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 199202, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4952700344', 'nome': 'medicamento_28002', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 280207, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7248435357', 'nome': 'medicamento_222381', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 359212, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9712766657', 'nome': 'medicamento_81118', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 439216, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9249410973', 'nome': 'medicamento_156960', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 522221, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1987055136', 'nome': 'medicamento_69024', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 592225, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '677138593', 'nome': 'medicamento_463503', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 725233, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '2888902068', 'nome': 'medicamento_174573', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 805237, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1523779305', 'nome': 'medicamento_912769', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 882241, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9221932745', 'nome': 'medicamento_733622', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 39, 964246, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4589085972', 'nome': 'medicamento_737487', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 26250, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '2859661677', 'nome': 'medicamento_34211', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 84253, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6294572583', 'nome': 'medicamento_951224', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 174258, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '768624015', 'nome': 'medicamento_170413', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 251263, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '5607712131', 'nome': 'medicamento_602787', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 319266, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1108549383', 'nome': 'medicamento_333576', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 392271, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1824030950', 'nome': 'medicamento_930204', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 459274, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7913242228', 'nome': 'medicamento_283612', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 530279, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '3912963187', 'nome': 'medicamento_479186', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 598282, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6172781031', 'nome': 'medicamento_180444', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 711289, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '824573256', 'nome': 'medicamento_644084', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 786293, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4770760682', 'nome': 'medicamento_51697', 'created_on': datetime.datetime(2021, 6, 23, 15, 36, 40, 849297, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
