{'codigo': 5471367105, 'nome': 'medicamento_307535', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 17, 441503, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 7271842220, 'nome': 'medicamento_294180', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 17, 988534, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 8153823378, 'nome': 'medicamento_197119', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 33537, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 8712000290, 'nome': 'medicamento_268354', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 79539, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 2042670184, 'nome': 'medicamento_662787', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 124542, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 6757847151, 'nome': 'medicamento_105019', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 169545, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 2290003385, 'nome': 'medicamento_25379', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 215547, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 8122510362, 'nome': 'medicamento_224886', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 261550, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 841866874, 'nome': 'medicamento_585083', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 311553, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 4312517988, 'nome': 'medicamento_229882', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 356555, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 6460275000, 'nome': 'medicamento_698286', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 406558, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 9249611027, 'nome': 'medicamento_811791', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 468562, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 9170945395, 'nome': 'medicamento_56687', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 514564, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 1259105930, 'nome': 'medicamento_743943', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 562567, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 9122646257, 'nome': 'medicamento_698966', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 608570, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 5937782568, 'nome': 'medicamento_786825', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 656572, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 714745923, 'nome': 'medicamento_567796', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 700575, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 3438613935, 'nome': 'medicamento_506167', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 745578, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 1499761866, 'nome': 'medicamento_536390', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 790580, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 6186980204, 'nome': 'medicamento_645271', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 834583, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 9633315806, 'nome': 'medicamento_163329', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 886586, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 9238286658, 'nome': 'medicamento_421001', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 933588, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 6398956136, 'nome': 'medicamento_657553', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 18, 978591, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 6955867830, 'nome': 'medicamento_848292', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 24594, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 1577089984, 'nome': 'medicamento_410579', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 72596, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 26144804, 'nome': 'medicamento_682970', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 116599, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 7491598176, 'nome': 'medicamento_993762', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 162601, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 6452950346, 'nome': 'medicamento_364820', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 207604, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 3876469269, 'nome': 'medicamento_734588', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 260607, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 6315406048, 'nome': 'medicamento_79800', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 307610, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 2723608308, 'nome': 'medicamento_107152', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 353612, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 3286555341, 'nome': 'medicamento_698037', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 400615, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 1261612243, 'nome': 'medicamento_58444', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 445618, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 625704174, 'nome': 'medicamento_949065', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 490620, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 9066412437, 'nome': 'medicamento_63416', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 536623, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 2005460278, 'nome': 'medicamento_346896', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 588626, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 8403934847, 'nome': 'medicamento_532547', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 634628, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 9673220425, 'nome': 'medicamento_169419', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 678631, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 57532025, 'nome': 'medicamento_460680', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 732634, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 3339716574, 'nome': 'medicamento_137636', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 778637, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 5640365199, 'nome': 'medicamento_24106', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 825639, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 1723994247, 'nome': 'medicamento_425065', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 874642, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 36693904, 'nome': 'medicamento_55308', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 923645, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 5209441693, 'nome': 'medicamento_684270', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 19, 970648, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 9135605833, 'nome': 'medicamento_899358', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 20, 13650, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 330635980, 'nome': 'medicamento_335324', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 20, 57653, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 5379466337, 'nome': 'medicamento_101790', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 20, 101655, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 8024134735, 'nome': 'medicamento_538065', 'created_on': datetime.datetime(2021, 6, 22, 22, 53, 20, 143658, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
