{'codigo': '9534556013', 'nome': 'medicamento_810352', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 13, 34274, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4693852763', 'nome': 'medicamento_267678', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 14, 938382, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '1188581366', 'nome': 'medicamento_489147', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 14, 981385, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4650922975', 'nome': 'medicamento_695331', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 31388, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9616422559', 'nome': 'medicamento_752242', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 75390, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '7457140413', 'nome': 'medicamento_296917', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 119393, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '2028980775', 'nome': 'medicamento_256620', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 163395, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4480656741', 'nome': 'medicamento_548667', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 207398, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9913284583', 'nome': 'medicamento_555352', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 260401, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '9511351042', 'nome': 'medicamento_882636', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 311404, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '8563689199', 'nome': 'medicamento_198687', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 356406, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6294853704', 'nome': 'medicamento_574562', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 401409, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '6812792268', 'nome': 'medicamento_142173', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 446411, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4525756510', 'nome': 'medicamento_263457', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 489414, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4578056138', 'nome': 'medicamento_789123', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 533416, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '565233885', 'nome': 'medicamento_111460', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 576419, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '127525999', 'nome': 'medicamento_54143', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 618421, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': '4787487981', 'nome': 'medicamento_139596', 'created_on': datetime.datetime(2021, 6, 22, 23, 0, 15, 660424, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
