{'codigo': 4710109568, 'nome': 'medicamento_501599', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 29, 362458, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 435496977, 'nome': 'medicamento_384869', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 35496, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 5985559088, 'nome': 'medicamento_986631', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 78499, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 2828711576, 'nome': 'medicamento_215819', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 122501, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 4469657507, 'nome': 'medicamento_306613', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 166504, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 9050700111, 'nome': 'medicamento_388349', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 209506, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 3241619171, 'nome': 'medicamento_159250', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 251508, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 7919326140, 'nome': 'medicamento_772277', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 297511, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 5143529417, 'nome': 'medicamento_727987', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 338513, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 4199869393, 'nome': 'medicamento_497287', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 384516, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 4140868756, 'nome': 'medicamento_199824', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 427519, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 8066883429, 'nome': 'medicamento_775046', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 471521, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 2584609600, 'nome': 'medicamento_181985', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 513523, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 9869453551, 'nome': 'medicamento_9811', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 562526, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 8091191393, 'nome': 'medicamento_414829', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 607529, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 8352688177, 'nome': 'medicamento_683636', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 654532, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 443229600, 'nome': 'medicamento_945221', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 696534, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 1737682771, 'nome': 'medicamento_987021', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 743537, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 5221890076, 'nome': 'medicamento_134017', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 790539, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 766353307, 'nome': 'medicamento_708905', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 835542, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 2725338650, 'nome': 'medicamento_594765', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 877544, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 1737426888, 'nome': 'medicamento_641990', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 919547, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 3769736970, 'nome': 'medicamento_521158', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 30, 964549, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 278114248, 'nome': 'medicamento_868539', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 31, 10552, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 5749936507, 'nome': 'medicamento_252303', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 31, 59555, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 475998596, 'nome': 'medicamento_294809', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 31, 106557, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 1080633914, 'nome': 'medicamento_354786', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 31, 152560, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 6910619500, 'nome': 'medicamento_558068', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 31, 198563, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 4383106028, 'nome': 'medicamento_518341', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 31, 241565, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 3863069344, 'nome': 'medicamento_82650', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 31, 284568, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 4388883803, 'nome': 'medicamento_954267', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 31, 327570, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 4517229948, 'nome': 'medicamento_49677', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 31, 369572, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
{'codigo': 6504884701, 'nome': 'medicamento_890340', 'created_on': datetime.datetime(2021, 6, 22, 22, 49, 31, 411575, tzinfo=psycopg2.tz.FixedOffsetTimezone(offset=-180, name=None)), 'updated_on': None}
